Referenzstring|Style|Literaturtyp|BibTeX
"Shterionov, D., Sisto, M. D., Muller, M., Landuyt, D. V., Omardeen, R., Oboyle, S., Braffort, A., Roelofsen, F., Blain, F., Vanroy, B., & Avramidis, E., eds. 2023 (June). Proceedings of the Second International Workshop on Automatic Translation for Signed and Spoken Languages. Tampere, Finland: European Association for Machine Translation. URL: https://aclanthology.org/2023.at4ssl-1.0.
"|harvard|proceedings|"@proceedings{at4ssl-2023-international,
    title = ""Proceedings of the Second International Workshop on Automatic Translation for Signed and Spoken Languages"",
    editor = ""Shterionov, Dimitar  and
      Sisto, Mirella De  and
      Muller, Mathias  and
      Landuyt, Davy Van  and
      Omardeen, Rehana  and
      Oboyle, Shaun  and
      Braffort, Annelies  and
      Roelofsen, Floris  and
      Blain, Fred  and
      Vanroy, Bram  and
      Avramidis, Eleftherios"",
    month = jun,
    year = ""2023"",
    address = ""Tampere, Finland"",
    publisher = ""European Association for Machine Translation"",
    url = ""https://aclanthology.org/2023.at4ssl-1.0"",
}
"
"Parrish, A., ed. 2023 (November). Proceedings of the ART of Safety: Workshop on Adversarial testing and Red-Teaming for generative AI. Bali, Indonesia: Association for Computational Linguistics. URL: https://aclanthology.org/2023.artofsafety-1.0.
"|harvard|proceedings|"@proceedings{artofsafety-2023-art,
    title = ""Proceedings of the ART of Safety: Workshop on Adversarial testing and Red-Teaming for generative AI"",
    editor = ""Parrish, Alicia"",
    month = nov,
    year = ""2023"",
    address = ""Bali, Indonesia"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.artofsafety-1.0"",
}
"
"Alshomary, M., Chen, C.-C., Muresan, S., Park, J., & Romberg, J., eds. 2023 (December). Proceedings of the 10th Workshop on Argument Mining. Singapore: Association for Computational Linguistics. URL: https://aclanthology.org/2023.argmining-1.0.
"|harvard|proceedings|"@proceedings{argmining-ws-2023-argument,
    title = ""Proceedings of the 10th Workshop on Argument Mining"",
    editor = ""Alshomary, Milad  and
      Chen, Chung-Chi  and
      Muresan, Smaranda  and
      Park, Joonsuk  and
      Romberg, Julia"",
    month = dec,
    year = ""2023"",
    address = ""Singapore"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.argmining-1.0"",
}
"
"Sawaf, H., El-Beltagy, S., Zaghouani, W., Magdy, W., Abdelali, A., Tomeh, N., Abu Farha, I., Habash, N., Khalifa, S., Keleg, A., Haddad, H., Zitouni, I., Mrini, K., & Almatham, R., eds. 2023 (December). Proceedings of ArabicNLP 2023. Singapore (Hybrid): Association for Computational Linguistics. URL: https://aclanthology.org/2023.arabicnlp-1.0.
"|harvard|proceedings|"@proceedings{arabicnlp-ws-2023-arabicnlp,
    title = ""Proceedings of ArabicNLP 2023"",
    editor = ""Sawaf, Hassan  and
      El-Beltagy, Samhaa  and
      Zaghouani, Wajdi  and
      Magdy, Walid  and
      Abdelali, Ahmed  and
      Tomeh, Nadi  and
      Abu Farha, Ibrahim  and
      Habash, Nizar  and
      Khalifa, Salam  and
      Keleg, Amr  and
      Haddad, Hatem  and
      Zitouni, Imed  and
      Mrini, Khalil  and
      Almatham, Rawan"",
    month = dec,
    year = ""2023"",
    address = ""Singapore (Hybrid)"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.arabicnlp-1.0"",
}
"
"Mager, M., Ebrahimi, A., Oncevay, A., Rice, E., Rijhwani, S., Palmer, A., & Kann, K., eds. 2023 (July). Proceedings of the Workshop on Natural Language Processing for Indigenous Languages of the Americas (AmericasNLP). Toronto, Canada: Association for Computational Linguistics. URL: https://aclanthology.org/2023.americasnlp-1.0.
"|harvard|proceedings|"@proceedings{americasnlp-2023-natural,
    title = ""Proceedings of the Workshop on Natural Language Processing for Indigenous Languages of the Americas (AmericasNLP)"",
    editor = ""Mager, Manuel  and
      Ebrahimi, Abteen  and
      Oncevay, Arturo  and
      Rice, Enora  and
      Rijhwani, Shruti  and
      Palmer, Alexis  and
      Kann, Katharina"",
    month = jul,
    year = ""2023"",
    address = ""Toronto, Canada"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.americasnlp-1.0"",
}
"
"Muresan, S., Chen, V., Casey, K., David, V., Nina, D., Koji, I., Erik, E., & Stefan, U., eds. 2023 (November). Proceedings of the 21st Annual Workshop of the Australasian Language Technology Association. Melbourne, Australia: Association for Computational Linguistics. URL: https://aclanthology.org/2023.alta-1.0.
"|harvard|proceedings|"@proceedings{alta-2023-australasian,
    title = ""Proceedings of the 21st Annual Workshop of the Australasian Language Technology Association"",
    editor = ""Muresan, Smaranda  and
      Chen, Vivian  and
      Casey, Kennington  and
      David, Vandyke  and
      Nina, Dethlefs  and
      Koji, Inoue  and
      Erik, Ekstedt  and
      Stefan, Ultes"",
    month = nov,
    year = ""2023"",
    address = ""Melbourne, Australia"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.alta-1.0"",
}
"
"Proceedings of ALT2023: Ancient Language Translation Workshop. 2023 (September). Macau SAR, China: Asia-Pacific Association for Machine Translation. URL: https://aclanthology.org/2023.alt-1.0.
"|harvard|proceedings|"@proceedings{alt-2023-alt2023,
    title = ""Proceedings of ALT2023: Ancient Language Translation Workshop"",
    month = sep,
    year = ""2023"",
    address = ""Macau SAR, China"",
    publisher = ""Asia-Pacific Association for Machine Translation"",
    url = ""https://aclanthology.org/2023.alt-1.0"",
}
"
"Anderson, A., Gordin, S., Li, B., Liu, Y., & Passarotti, M. C., eds. 2023 (September). Proceedings of the Ancient Language Processing Workshop. Varna, Bulgaria: INCOMA Ltd., Shoumen, Bulgaria. URL: https://aclanthology.org/2023.alp-1.0.
"|harvard|proceedings|"@proceedings{alp-2023-ancient,
    title = ""Proceedings of the Ancient Language Processing Workshop"",
    editor = ""Anderson, Adam  and
      Gordin, Shai  and
      Li, Bin  and
      Liu, Yudong  and
      Passarotti, Marco C."",
    month = sep,
    year = ""2023"",
    address = ""Varna, Bulgaria"",
    publisher = ""INCOMA Ltd., Shoumen, Bulgaria"",
    url = ""https://aclanthology.org/2023.alp-1.0"",
}
"
"Chen, Y.-N. (Vivian), Margot, M., & Reddy, S., eds. 2023 (July). Proceedings of the 61st Annual Meeting of the Association for Computational Linguistics (Volume 6: Tutorial Abstracts). Toronto, Canada: Association for Computational Linguistics. URL: https://aclanthology.org/2023.acl-tutorials.0.
"|harvard|proceedings|"@proceedings{acl-2023-association-linguistics-tutorial,
    title = ""Proceedings of the 61st Annual Meeting of the Association for Computational Linguistics (Volume 6: Tutorial Abstracts)"",
    editor = ""Chen, Yun-Nung (Vivian)  and
      Margot, Margot  and
      Reddy, Siva"",
    month = jul,
    year = ""2023"",
    address = ""Toronto, Canada"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.acl-tutorials.0"",
}
"
"Padmakumar, V., Vallejo, G., & Fu, Y., eds. 2023 (July). Proceedings of the 61st Annual Meeting of the Association for Computational Linguistics (Volume 4: Student Research Workshop). Toronto, Canada: Association for Computational Linguistics. URL: https://aclanthology.org/2023.acl-srw.0.
"|harvard|proceedings|"@proceedings{acl-2023-association,
    title = ""Proceedings of the 61st Annual Meeting of the Association for Computational Linguistics (Volume 4: Student Research Workshop)"",
    editor = ""Padmakumar, Vishakh  and
      Vallejo, Gisela  and
      Fu, Yao"",
    month = jul,
    year = ""2023"",
    address = ""Toronto, Canada"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.acl-srw.0"",
}
"
"Rogers, A., Boyd-Graber, J., & Okazaki, N., eds. 2023 (July). Proceedings of the 61st Annual Meeting of the Association for Computational Linguistics (Volume 2: Short Papers). Toronto, Canada: Association for Computational Linguistics. URL: https://aclanthology.org/2023.acl-short.0.
"|harvard|proceedings|"@proceedings{acl-2023-short-frontmatter,
    title = ""Proceedings of the 61st Annual Meeting of the Association for Computational Linguistics (Volume 2: Short Papers)"",
    editor = ""Rogers, Anna  and
      Boyd-Graber, Jordan  and
      Okazaki, Naoaki"",
    month = jul,
    year = ""2023"",
    address = ""Toronto, Canada"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.acl-short.0"",
}
"
"Rogers, A., Boyd-Graber, J., & Okazaki, N., eds. 2023 (July). Proceedings of the 61st Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers). Toronto, Canada: Association for Computational Linguistics. URL: https://aclanthology.org/2023.acl-long.0.
"|harvard|proceedings|"@proceedings{acl-2023-frontmatter,
    title = ""Proceedings of the 61st Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)"",
    editor = ""Rogers, Anna  and
      Boyd-Graber, Jordan  and
      Okazaki, Naoaki"",
    month = jul,
    year = ""2023"",
    address = ""Toronto, Canada"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.acl-long.0"",
}
"
"Sitaram, S., Beigman Klebanov, B., & Williams, J. D., eds. 2023 (July). Proceedings of the 61st Annual Meeting of the Association for Computational Linguistics (Volume 5: Industry Track). Toronto, Canada: Association for Computational Linguistics. URL: https://aclanthology.org/2023.acl-industry.0.
"|harvard|proceedings|"@proceedings{acl-2023-association-linguistics-industry,
    title = ""Proceedings of the 61st Annual Meeting of the Association for Computational Linguistics (Volume 5: Industry Track)"",
    editor = ""Sitaram, Sunayana  and
      Beigman Klebanov, Beata  and
      Williams, Jason D"",
    month = jul,
    year = ""2023"",
    address = ""Toronto, Canada"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.acl-industry.0"",
}
"
"Bollegala, D., Huang, R., & Ritter, A., eds. 2023 (July). Proceedings of the 61st Annual Meeting of the Association for Computational Linguistics (Volume 3: System Demonstrations). Toronto, Canada: Association for Computational Linguistics. URL: https://aclanthology.org/2023.acl-demo.0.
"|harvard|proceedings|"@proceedings{acl-2023-association-linguistics-system,
    title = ""Proceedings of the 61st Annual Meeting of the Association for Computational Linguistics (Volume 3: System Demonstrations)"",
    editor = ""Bollegala, Danushka  and
      Huang, Ruihong  and
      Ritter, Alan"",
    month = jul,
    year = ""2023"",
    address = ""Toronto, Canada"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.acl-demo.0"",
}
"
"Côté, M.-A., Yuan, X., & Ammanabrolu, P., eds. 2022 (July). Proceedings of the 3rd Wordplay: When Language Meets Games Workshop (Wordplay 2022). Seattle, United States: Association for Computational Linguistics. URL: https://aclanthology.org/2022.wordplay-1.0.
"|harvard|proceedings|"@proceedings{wordplay-2022-wordplay,
    title = ""Proceedings of the 3rd Wordplay: When Language Meets Games Workshop (Wordplay 2022)"",
    editor = ""C{\^o}t{\'e}, Marc-Alexandre  and
      Yuan, Xingdi  and
      Ammanabrolu, Prithviraj"",
    month = jul,
    year = ""2022"",
    address = ""Seattle, United States"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2022.wordplay-1.0"",
}
"
"Narang, K., Mostafazadeh Davani, A., Mathias, L., Vidgen, B., & Talat, Z., eds. 2022 (July). Proceedings of the Sixth Workshop on Online Abuse and Harms (WOAH). Seattle, Washington (Hybrid): Association for Computational Linguistics. URL: https://aclanthology.org/2022.woah-1.0.
"|harvard|proceedings|"@proceedings{woah-2022-online,
    title = ""Proceedings of the Sixth Workshop on Online Abuse and Harms (WOAH)"",
    editor = ""Narang, Kanika  and
      Mostafazadeh Davani, Aida  and
      Mathias, Lambert  and
      Vidgen, Bertie  and
      Talat, Zeerak"",
    month = jul,
    year = ""2022"",
    address = ""Seattle, Washington (Hybrid)"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2022.woah-1.0"",
}
"
"Proceedings of the Eighth Workshop on Noisy User-generated Text (W-NUT 2022). 2022 (October). Gyeongju, Republic of Korea: Association for Computational Linguistics. URL: https://aclanthology.org/2022.wnut-1.0.
"|harvard|proceedings|"@proceedings{wnut-2022-noisy,
    title = ""Proceedings of the Eighth Workshop on Noisy User-generated Text (W-NUT 2022)"",
    month = oct,
    year = ""2022"",
    address = ""Gyeongju, Republic of Korea"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2022.wnut-1.0"",
}
"
"Clark, E., Brahman, F., & Iyyer, M., eds. 2022 (July). Proceedings of the 4th Workshop of Narrative Understanding (WNU2022). Seattle, United States: Association for Computational Linguistics. URL: https://aclanthology.org/2022.wnu-1.0.
"|harvard|proceedings|"@proceedings{wnu-2022-narrative,
    title = ""Proceedings of the 4th Workshop of Narrative Understanding (WNU2022)"",
    editor = ""Clark, Elizabeth  and
      Brahman, Faeze  and
      Iyyer, Mohit"",
    month = jul,
    year = ""2022"",
    address = ""Seattle, United States"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2022.wnu-1.0"",
}
"
"Koehn, P., Barrault, L., Bojar, O., Bougares, F., Chatterjee, R., Costa-jussà, M. R., Federmann, C., Fishel, M., Fraser, A., Freitag, M., Graham, Y., Grundkiewicz, R., Guzman, P., Haddow, B., Huck, M., Jimeno Yepes, A., Kocmi, T., Martins, A., Morishita, M., Monz, C., et al., eds. 2022 (December). Proceedings of the Seventh Conference on Machine Translation (WMT). Abu Dhabi, United Arab Emirates (Hybrid): Association for Computational Linguistics. URL: https://aclanthology.org/2022.wmt-1.0.
"|harvard|proceedings|"@proceedings{wmt-2022-machine,
    title = ""Proceedings of the Seventh Conference on Machine Translation (WMT)"",
    editor = {Koehn, Philipp  and
      Barrault, Lo{\""\i}c  and
      Bojar, Ond{\v{r}}ej  and
      Bougares, Fethi  and
      Chatterjee, Rajen  and
      Costa-juss{\`a}, Marta R.  and
      Federmann, Christian  and
      Fishel, Mark  and
      Fraser, Alexander  and
      Freitag, Markus  and
      Graham, Yvette  and
      Grundkiewicz, Roman  and
      Guzman, Paco  and
      Haddow, Barry  and
      Huck, Matthias  and
      Jimeno Yepes, Antonio  and
      Kocmi, Tom  and
      Martins, Andr{\'e}  and
      Morishita, Makoto  and
      Monz, Christof  and
      Nagata, Masaaki  and
      Nakazawa, Toshiaki  and
      Negri, Matteo  and
      N{\'e}v{\'e}ol, Aur{\'e}lie  and
      Neves, Mariana  and
      Popel, Martin  and
      Turchi, Marco  and
      Zampieri, Marcos},
    month = dec,
    year = ""2022"",
    address = ""Abu Dhabi, United Arab Emirates (Hybrid)"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2022.wmt-1.0"",
}
"
"Hruschka, E., Mitchell, T., Mladenic, D., Grobelnik, M., & Bhutani, N., eds. 2022 (May). Proceedings of the 2nd Workshop on Deriving Insights from User-Generated Text. (Hybrid) Dublin, Ireland, and Virtual: Association for Computational Linguistics. URL: https://aclanthology.org/2022.wit-1.0.
"|harvard|proceedings|"@proceedings{wit-2022-deriving,
    title = ""Proceedings of the 2nd Workshop on Deriving Insights from User-Generated Text"",
    editor = ""Hruschka, Estevam  and
      Mitchell, Tom  and
      Mladenic, Dunja  and
      Grobelnik, Marko  and
      Bhutani, Nikita"",
    month = may,
    year = ""2022"",
    address = ""(Hybrid) Dublin, Ireland, and Virtual"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2022.wit-1.0"",
}
"
