Referenzstring|Style|Literaturtyp|BibTeX
"Laurent Sartran, Samuel Barrett, Adhiguna Kuncoro, Miloš Stanojević, Phil Blunsom, and Chris Dyer. 2022. Transformer grammars: augmenting transformer language models with syntactic inductive biases at scale. Transactions of the Association for Computational Linguistics 10, (2022), 1423–1439. URL: https://aclanthology.org/2022.tacl-1.81, doi:10.1162/tacl_a_00526
"|acm|article|"@article{sartran-etal-2022-transformer,
    title = ""Transformer Grammars: Augmenting Transformer Language Models with Syntactic Inductive Biases at Scale"",
    author = ""Sartran, Laurent  and
      Barrett, Samuel  and
      Kuncoro, Adhiguna  and
      Stanojevi{\'c}, Milo{\v{s}}  and
      Blunsom, Phil  and
      Dyer, Chris"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.81"",
    doi = ""10.1162/tacl_a_00526"",
    pages = ""1423--1439"",
}
"
"Agostina Calabrese, Björn Ross, and Mirella Lapata. 2022. Explainable abuse detection as intent classification and slot filling. Transactions of the Association for Computational Linguistics 10, (2022), 1440–1454. URL: https://aclanthology.org/2022.tacl-1.82, doi:10.1162/tacl_a_00527
"|acm|article|"@article{calabrese-etal-2022-explainable,
    title = ""Explainable Abuse Detection as Intent Classification and Slot Filling"",
    author = {Calabrese, Agostina  and
      Ross, Bj{\""o}rn  and
      Lapata, Mirella},
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.82"",
    doi = ""10.1162/tacl_a_00527"",
    pages = ""1440--1454"",
}
"
"Omer Goldman and Reut Tsarfaty. 2022. Morphology without borders: clause-level morphology. Transactions of the Association for Computational Linguistics 10, (2022), 1455–1472. URL: https://aclanthology.org/2022.tacl-1.83, doi:10.1162/tacl_a_00528
"|acm|article|"@article{goldman-tsarfaty-2022-morphology,
    title = ""Morphology Without Borders: Clause-Level Morphology"",
    author = ""Goldman, Omer  and
      Tsarfaty, Reut"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.83"",
    doi = ""10.1162/tacl_a_00528"",
    pages = ""1455--1472"",
}
"
"Nouha Dziri, Ehsan Kamalloo, Sivan Milton, Osmar Zaiane, Mo Yu, Edoardo M. Ponti, and Siva Reddy. 2022. FaithDial: a faithful benchmark for information-seeking dialogue. Transactions of the Association for Computational Linguistics 10, (2022), 1473–1490. URL: https://aclanthology.org/2022.tacl-1.84, doi:10.1162/tacl_a_00529
"|acm|article|"@article{dziri-etal-2022-faithdial,
    title = ""{F}aith{D}ial: A Faithful Benchmark for Information-Seeking Dialogue"",
    author = ""Dziri, Nouha  and
      Kamalloo, Ehsan  and
      Milton, Sivan  and
      Zaiane, Osmar  and
      Yu, Mo  and
      Ponti, Edoardo M.  and
      Reddy, Siva"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.84"",
    doi = ""10.1162/tacl_a_00529"",
    pages = ""1473--1490"",
}
"
"Martha Evens. 2022. Martha palmer and barbara di eugenio interview martha evens. Computational Linguistics 48, 4 (December 2022), 765–773. URL: https://aclanthology.org/2022.cl-4.9, doi:10.1162/coli_a_00453
"|acm|article|"@article{evens-2022-martha,
    title = ""Martha Palmer and Barbara Di Eugenio Interview Martha Evens"",
    author = ""Evens, Martha"",
    journal = ""Computational Linguistics"",
    volume = ""48"",
    number = ""4"",
    month = dec,
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.cl-4.9"",
    doi = ""10.1162/coli_a_00453"",
    pages = ""765--773"",
}
"
"Martha Evens. 2022. Martha evens, brief autobiography. Computational Linguistics 48, 4 (December 2022), 775–782. URL: https://aclanthology.org/2022.cl-4.10, doi:10.1162/coli_a_00452
"|acm|article|"@article{evens-2022-martha-evens,
    title = ""Martha Evens, Brief Autobiography"",
    author = ""Evens, Martha"",
    journal = ""Computational Linguistics"",
    volume = ""48"",
    number = ""4"",
    month = dec,
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.cl-4.10"",
    doi = ""10.1162/coli_a_00452"",
    pages = ""775--782"",
}
"
"Lei Yu and Yang Xu. 2022. Noun2Verb: probabilistic frame semantics for word class conversion. Computational Linguistics 48, 4 (December 2022), 783–818. URL: https://aclanthology.org/2022.cl-4.11, doi:10.1162/coli_a_00447
"|acm|article|"@article{yu-xu-2022-noun2verb,
    title = ""{N}oun2{V}erb: Probabilistic Frame Semantics for Word Class Conversion"",
    author = ""Yu, Lei  and
      Xu, Yang"",
    journal = ""Computational Linguistics"",
    volume = ""48"",
    number = ""4"",
    month = dec,
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.cl-4.11"",
    doi = ""10.1162/coli_a_00447"",
    pages = ""783--818"",
}
"
"Kasidis Kanwatchara, Thanapapas Horsuwan, Piyawat Lertvittayakumjorn, Boonserm Kijsirikul, and Peerapon Vateekul. 2022. Enhancing lifelong language learning by improving pseudo-sample generation. Computational Linguistics 48, 4 (December 2022), 819–848. URL: https://aclanthology.org/2022.cl-4.12, doi:10.1162/coli_a_00449
"|acm|article|"@article{kanwatchara-etal-2022-enhancing,
    title = ""Enhancing Lifelong Language Learning by Improving Pseudo-Sample Generation"",
    author = ""Kanwatchara, Kasidis  and
      Horsuwan, Thanapapas  and
      Lertvittayakumjorn, Piyawat  and
      Kijsirikul, Boonserm  and
      Vateekul, Peerapon"",
    journal = ""Computational Linguistics"",
    volume = ""48"",
    number = ""4"",
    month = dec,
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.cl-4.12"",
    doi = ""10.1162/coli_a_00449"",
    pages = ""819--848"",
}
"
"Joakim Nivre, Ali Basirat, Luise Dürlich, and Adam Moss. 2022. Nucleus composition in transition-based dependency parsing. Computational Linguistics 48, 4 (December 2022), 849–886. URL: https://aclanthology.org/2022.cl-4.13, doi:10.1162/coli_a_00450
"|acm|article|"@article{nivre-etal-2022-nucleus,
    title = ""Nucleus Composition in Transition-based Dependency Parsing"",
    author = {Nivre, Joakim  and
      Basirat, Ali  and
      D{\""u}rlich, Luise  and
      Moss, Adam},
    journal = ""Computational Linguistics"",
    volume = ""48"",
    number = ""4"",
    month = dec,
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.cl-4.13"",
    doi = ""10.1162/coli_a_00450"",
    pages = ""849--886"",
}
"
"Xingzhang Ren, Baosong Yang, Dayiheng Liu, Haibo Zhang, Xiaoyu Lv, Liang Yao, and Jun Xie. 2022. Effective approaches to neural query language identification. Computational Linguistics 48, 4 (December 2022), 887–906. URL: https://aclanthology.org/2022.cl-4.14, doi:10.1162/coli_a_00451
"|acm|article|"@article{ren-etal-2022-effective,
    title = ""Effective Approaches to Neural Query Language Identification"",
    author = ""Ren, Xingzhang  and
      Yang, Baosong  and
      Liu, Dayiheng  and
      Zhang, Haibo  and
      Lv, Xiaoyu  and
      Yao, Liang  and
      Xie, Jun"",
    journal = ""Computational Linguistics"",
    volume = ""48"",
    number = ""4"",
    month = dec,
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.cl-4.14"",
    doi = ""10.1162/coli_a_00451"",
    pages = ""887--906"",
}
"
"Enrique Amigó, Alejandro Ariza-Casabona, Victor Fresno, and M. Antònia Martí. 2022. Information theory–based compositional distributional semantics. Computational Linguistics 48, 4 (December 2022), 907–948. URL: https://aclanthology.org/2022.cl-4.15, doi:10.1162/coli_a_00454
"|acm|article|"@article{amigo-etal-2022-information,
    title = ""Information Theory{--}based Compositional Distributional Semantics"",
    author = ""Amig{\'o}, Enrique  and
      Ariza-Casabona, Alejandro  and
      Fresno, Victor  and
      Mart{\'\i}, M. Ant{\`o}nia"",
    journal = ""Computational Linguistics"",
    volume = ""48"",
    number = ""4"",
    month = dec,
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.cl-4.15"",
    doi = ""10.1162/coli_a_00454"",
    pages = ""907--948"",
}
"
"Ilia Kuznetsov, Jan Buchmann, Max Eichler, and Iryna Gurevych. 2022. Revise and resubmit: an intertextual model of text-based collaboration in peer review. Computational Linguistics 48, 4 (December 2022), 949–986. URL: https://aclanthology.org/2022.cl-4.16, doi:10.1162/coli_a_00455
"|acm|article|"@article{kuznetsov-etal-2022-revise,
    title = ""Revise and Resubmit: An Intertextual Model of Text-based Collaboration in Peer Review"",
    author = ""Kuznetsov, Ilia  and
      Buchmann, Jan  and
      Eichler, Max  and
      Gurevych, Iryna"",
    journal = ""Computational Linguistics"",
    volume = ""48"",
    number = ""4"",
    month = dec,
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.cl-4.16"",
    doi = ""10.1162/coli_a_00455"",
    pages = ""949--986"",
}
"
"Hanqi Yan, Lin Gui, and Yulan He. 2022. Hierarchical interpretation of neural text classification. Computational Linguistics 48, 4 (December 2022), 987–1020. URL: https://aclanthology.org/2022.cl-4.17, doi:10.1162/coli_a_00459
"|acm|article|"@article{yan-etal-2022-hierarchical,
    title = ""Hierarchical Interpretation of Neural Text Classification"",
    author = ""Yan, Hanqi  and
      Gui, Lin  and
      He, Yulan"",
    journal = ""Computational Linguistics"",
    volume = ""48"",
    number = ""4"",
    month = dec,
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.cl-4.17"",
    doi = ""10.1162/coli_a_00459"",
    pages = ""987--1020"",
}
"
"Kamrun Naher Keya, Yannis Papanikolaou, and James R. Foulds. 2022. Neural embedding allocation: distributed representations of topic models. Computational Linguistics 48, 4 (December 2022), 1021–1052. URL: https://aclanthology.org/2022.cl-4.18, doi:10.1162/coli_a_00457
"|acm|article|"@article{keya-etal-2022-neural,
    title = ""Neural Embedding Allocation: Distributed Representations of Topic Models"",
    author = ""Keya, Kamrun Naher  and
      Papanikolaou, Yannis  and
      Foulds, James R."",
    journal = ""Computational Linguistics"",
    volume = ""48"",
    number = ""4"",
    month = dec,
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.cl-4.18"",
    doi = ""10.1162/coli_a_00457"",
    pages = ""1021--1052"",
}
"
"Ildikó Pilán, Pierre Lison, Lilja Øvrelid, Anthi Papadopoulou, David Sánchez, and Montserrat Batet. 2022. The text anonymization benchmark (TAB): a dedicated corpus and evaluation framework for text anonymization. Computational Linguistics 48, 4 (December 2022), 1053–1101. URL: https://aclanthology.org/2022.cl-4.19, doi:10.1162/coli_a_00458
"|acm|article|"@article{pilan-etal-2022-text,
    title = ""The Text Anonymization Benchmark ({TAB}): A Dedicated Corpus and Evaluation Framework for Text Anonymization"",
    author = ""Pil{\'a}n, Ildik{\'o}  and
      Lison, Pierre  and
      {\O}vrelid, Lilja  and
      Papadopoulou, Anthi  and
      S{\'a}nchez, David  and
      Batet, Montserrat"",
    journal = ""Computational Linguistics"",
    volume = ""48"",
    number = ""4"",
    month = dec,
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.cl-4.19"",
    doi = ""10.1162/coli_a_00458"",
    pages = ""1053--1101"",
}
"
"Saeed Esmail, Kfir Bar, and Nachum Dershowitz. 2022. How much does lookahead matter for disambiguation? partial Arabic diacritization case study. Computational Linguistics 48, 4 (December 2022), 1103–1123. URL: https://aclanthology.org/2022.cl-4.20, doi:10.1162/coli_a_00456
"|acm|article|"@article{esmail-etal-2022-much,
    title = ""How Much Does Lookahead Matter for Disambiguation? Partial {A}rabic Diacritization Case Study"",
    author = ""Esmail, Saeed  and
      Bar, Kfir  and
      Dershowitz, Nachum"",
    journal = ""Computational Linguistics"",
    volume = ""48"",
    number = ""4"",
    month = dec,
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.cl-4.20"",
    doi = ""10.1162/coli_a_00456"",
    pages = ""1103--1123"",
}
"
"Anya Belz. 2022. A metrological perspective on reproducibility in NLP*. Computational Linguistics 48, 4 (December 2022), 1125–1135. URL: https://aclanthology.org/2022.cl-4.21, doi:10.1162/coli_a_00448
"|acm|article|"@article{belz-2022-metrological,
    title = ""A Metrological Perspective on Reproducibility in {NLP}*"",
    author = ""Belz, Anya"",
    journal = ""Computational Linguistics"",
    volume = ""48"",
    number = ""4"",
    month = dec,
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.cl-4.21"",
    doi = ""10.1162/coli_a_00448"",
    pages = ""1125--1135"",
}
"
"George Chrysostomou. 2022. Explainable natural language processing. Computational Linguistics 48, 4 (December 2022), 1137–1139. URL: https://aclanthology.org/2022.cl-4.22, doi:10.1162/coli_r_00460
"|acm|article|"@article{chrysostomou-2022-explainable,
    title = ""Explainable Natural Language Processing"",
    author = ""Chrysostomou, George"",
    journal = ""Computational Linguistics"",
    volume = ""48"",
    number = ""4"",
    month = dec,
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.cl-4.22"",
    doi = ""10.1162/coli_r_00460"",
    pages = ""1137--1139"",
}
"
"Ji-Ung Lee, Jan-Christoph Klie, and Iryna Gurevych. 2022. Erratum: annotation curricula to implicitly train non-expert annotators. Computational Linguistics 48, 4 (December 2022), 1141–1141. URL: https://aclanthology.org/2022.cl-4.23, doi:10.1162/coli_x_00469
"|acm|article|"@article{lee-etal-2022-erratum,
    title = ""Erratum: Annotation Curricula to Implicitly Train Non-Expert Annotators"",
    author = ""Lee, Ji-Ung  and
      Klie, Jan-Christoph  and
      Gurevych, Iryna"",
    journal = ""Computational Linguistics"",
    volume = ""48"",
    number = ""4"",
    month = dec,
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.cl-4.23"",
    doi = ""10.1162/coli_x_00469"",
    pages = ""1141--1141"",
}
"
"Lluís Alemany-Puig and Ramon Ferrer-i-Cancho. 2022. Linear-time calculation of the expected sum of edge lengths in random projective linearizations of trees. Computational Linguistics 48, 3 (September 2022), 491–516. URL: https://aclanthology.org/2022.cl-3.1, doi:10.1162/coli_a_00442
"|acm|article|"@article{alemany-puig-ferrer-i-cancho-2022-linear,
    title = ""Linear-Time Calculation of the Expected Sum of Edge Lengths in Random Projective Linearizations of Trees"",
    author = ""Alemany-Puig, Llu{\'\i}s  and
      Ferrer-i-Cancho, Ramon"",
    journal = ""Computational Linguistics"",
    volume = ""48"",
    number = ""3"",
    month = sep,
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.cl-3.1"",
    doi = ""10.1162/coli_a_00442"",
    pages = ""491--516"",
}
"
