Referenzstring|Style|Literaturtyp|BibTeX
"Bugliarello, E., Cheng, K.-W., Elliott, D., Gella, S., Kamath, A., Li, L. H., Liu, F., Pfeiffer, J., Ponti, E. M., Srinivasan, K., Vulić, I., Yang, Y., & Yin, D. (Eds.). (2022, May). Proceedings of the Workshop on Multilingual Multimodal Learning. Association for Computational Linguistics. Dublin, Ireland and Online. URL: https://aclanthology.org/2022.mml-1.0
"|apa|proceedings|"@proceedings{mml-2022-multilingual,
    title = ""Proceedings of the Workshop on Multilingual Multimodal Learning"",
    editor = ""Bugliarello, Emanuele  and
      Cheng, Kai-Wei  and
      Elliott, Desmond  and
      Gella, Spandana  and
      Kamath, Aishwarya  and
      Li, Liunian Harold  and
      Liu, Fangyu  and
      Pfeiffer, Jonas  and
      Ponti, Edoardo Maria  and
      Srinivasan, Krishna  and
      Vuli{\'c}, Ivan  and
      Yang, Yinfei  and
      Yin, Da"",
    month = may,
    year = ""2022"",
    address = ""Dublin, Ireland and Online"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2022.mml-1.0"",
}
"
"Asai, A., Choi, E., Clark, J. H., Hu, J., Lee, C.-H., Kasai, J., Longpre, S., Yamada, I., & Zhang, R. (Eds.). (2022, July). Proceedings of the Workshop on Multilingual Information Access (MIA). Association for Computational Linguistics. Seattle, USA. URL: https://aclanthology.org/2022.mia-1.0
"|apa|proceedings|"@proceedings{mia-2022-multilingual,
    title = ""Proceedings of the Workshop on Multilingual Information Access (MIA)"",
    editor = ""Asai, Akari  and
      Choi, Eunsol  and
      Clark, Jonathan H.  and
      Hu, Junjie  and
      Lee, Chia-Hsuan  and
      Kasai, Jungo  and
      Longpre, Shayne  and
      Yamada, Ikuya  and
      Zhang, Rui"",
    month = jul,
    year = ""2022"",
    address = ""Seattle, USA"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2022.mia-1.0"",
}
"
"Ferreira, D., Valentino, M., Freitas, A., Welleck, S., & Schubotz, M. (Eds.). (2022, December). Proceedings of the 1st Workshop on Mathematical Natural Language Processing (MathNLP). Association for Computational Linguistics. Abu Dhabi, United Arab Emirates (Hybrid). URL: https://aclanthology.org/2022.mathnlp-1.0
"|apa|proceedings|"@proceedings{mathnlp-2022-mathematical,
    title = ""Proceedings of the 1st Workshop on Mathematical Natural Language Processing (MathNLP)"",
    editor = ""Ferreira, Deborah  and
      Valentino, Marco  and
      Freitas, Andre  and
      Welleck, Sean  and
      Schubotz, Moritz"",
    month = dec,
    year = ""2022"",
    address = ""Abu Dhabi, United Arab Emirates (Hybrid)"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2022.mathnlp-1.0"",
}
"
"Chakravarthi, B. R., Bharathi, B., McCrae, J. P., Zarrouk, M., Bali, K., & Buitelaar, P. (Eds.). (2022, May). Proceedings of the Second Workshop on Language Technology for Equality, Diversity and Inclusion. Association for Computational Linguistics. Dublin, Ireland. URL: https://aclanthology.org/2022.ltedi-1.0
"|apa|proceedings|"@proceedings{ltedi-2022-language,
    title = ""Proceedings of the Second Workshop on Language Technology for Equality, Diversity and Inclusion"",
    editor = ""Chakravarthi, Bharathi Raja  and
      Bharathi, B  and
      McCrae, John P  and
      Zarrouk, Manel  and
      Bali, Kalika  and
      Buitelaar, Paul"",
    month = may,
    year = ""2022"",
    address = ""Dublin, Ireland"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2022.ltedi-1.0"",
}
"
"Sprugnoli, R. & Passarotti, M. (Eds.). (2022, June). Proceedings of the Second Workshop on Language Technologies for Historical and Ancient Languages. European Language Resources Association. Marseille, France. URL: https://aclanthology.org/2022.lt4hala-1.0
"|apa|proceedings|"@proceedings{lt4hala-2022-language,
    title = ""Proceedings of the Second Workshop on Language Technologies for Historical and Ancient Languages"",
    editor = ""Sprugnoli, Rachele  and
      Passarotti, Marco"",
    month = jun,
    year = ""2022"",
    address = ""Marseille, France"",
    publisher = ""European Language Resources Association"",
    url = ""https://aclanthology.org/2022.lt4hala-1.0"",
}
"
"Calzolari, N., Béchet, F., Blache, P., Choukri, K., Cieri, C., Declerck, T., Goggi, S., Isahara, H., Maegaard, B., Mariani, J., Mazo, H., Odijk, J., & Piperidis, S. (Eds.). (2022, June). Proceedings of the Thirteenth Language Resources and Evaluation Conference. European Language Resources Association. Marseille, France. URL: https://aclanthology.org/2022.lrec-1.0
"|apa|proceedings|"@proceedings{lrec-2022-language,
    title = ""Proceedings of the Thirteenth Language Resources and Evaluation Conference"",
    editor = ""Calzolari, Nicoletta  and
      B{\'e}chet, Fr{\'e}d{\'e}ric  and
      Blache, Philippe  and
      Choukri, Khalid  and
      Cieri, Christopher  and
      Declerck, Thierry  and
      Goggi, Sara  and
      Isahara, Hitoshi  and
      Maegaard, Bente  and
      Mariani, Joseph  and
      Mazo, H{\'e}l{\`e}ne  and
      Odijk, Jan  and
      Piperidis, Stelios"",
    month = jun,
    year = ""2022"",
    address = ""Marseille, France"",
    publisher = ""European Language Resources Association"",
    url = ""https://aclanthology.org/2022.lrec-1.0"",
}
"
"Lavelli, A., Holderness, E., Jimeno Yepes, A., Minard, A.-L., Pustejovsky, J., & Rinaldi, F. (Eds.). (2022, December). Proceedings of the 13th International Workshop on Health Text Mining and Information Analysis (LOUHI). Association for Computational Linguistics. Abu Dhabi, United Arab Emirates (Hybrid). URL: https://aclanthology.org/2022.louhi-1.0
"|apa|proceedings|"@proceedings{louhi-2022-international,
    title = ""Proceedings of the 13th International Workshop on Health Text Mining and Information Analysis (LOUHI)"",
    editor = ""Lavelli, Alberto  and
      Holderness, Eben  and
      Jimeno Yepes, Antonio  and
      Minard, Anne-Lyse  and
      Pustejovsky, James  and
      Rinaldi, Fabio"",
    month = dec,
    year = ""2022"",
    address = ""Abu Dhabi, United Arab Emirates (Hybrid)"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2022.louhi-1.0"",
}
"
"Ojha, A. Kr., Liu, C.-H., Vylomova, E., Abbott, J., Washington, J., Oco, N., Pirinen, T. A., Malykh, V., Logacheva, V., & Zhao, X. (Eds.). (2022, October). Proceedings of the Fifth Workshop on Technologies for Machine Translation of Low-Resource Languages (LoResMT 2022). Association for Computational Linguistics. Gyeongju, Republic of Korea. URL: https://aclanthology.org/2022.loresmt-1.0
"|apa|proceedings|"@proceedings{loresmt-2022-technologies,
    title = ""Proceedings of the Fifth Workshop on Technologies for Machine Translation of Low-Resource Languages (LoResMT 2022)"",
    editor = ""Ojha, Atul Kr.  and
      Liu, Chao-Hong  and
      Vylomova, Ekaterina  and
      Abbott, Jade  and
      Washington, Jonathan  and
      Oco, Nathaniel  and
      Pirinen, Tommi A  and
      Malykh, Valentin  and
      Logacheva, Varvara  and
      Zhao, Xiaobing"",
    month = oct,
    year = ""2022"",
    address = ""Gyeongju, Republic of Korea"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2022.loresmt-1.0"",
}
"
"Andreas, J., Narasimhan, K., & Nematzadeh, A. (Eds.). (2022, May). Proceedings of the First Workshop on Learning with Natural Language Supervision. Association for Computational Linguistics. Dublin, Ireland. URL: https://aclanthology.org/2022.lnls-1.0
"|apa|proceedings|"@proceedings{lnls-2022-learning,
    title = ""Proceedings of the First Workshop on Learning with Natural Language Supervision"",
    editor = ""Andreas, Jacob  and
      Narasimhan, Karthik  and
      Nematzadeh, Aida"",
    month = may,
    year = ""2022"",
    address = ""Dublin, Ireland"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2022.lnls-1.0"",
}
"
"Siegert, I., Rigault, M., & Arranz, V. (Eds.). (2022, June). Proceedings of the Workshop on Ethical and Legal Issues in Human Language Technologies and Multilingual De-Identification of Sensitive Data In Language Resources within the 13th Language Resources and Evaluation Conference. European Language Resources Association. Marseille, France. URL: https://aclanthology.org/2022.legal-1.0
"|apa|proceedings|"@proceedings{legal-2022-ethical,
    title = ""Proceedings of the Workshop on Ethical and Legal Issues in Human Language Technologies and Multilingual De-Identification of Sensitive Data In Language Resources within the 13th Language Resources and Evaluation Conference"",
    editor = ""Siegert, Ingo  and
      Rigault, Mickael  and
      Arranz, Victoria"",
    month = jun,
    year = ""2022"",
    address = ""Marseille, France"",
    publisher = ""European Language Resources Association"",
    url = ""https://aclanthology.org/2022.legal-1.0"",
}
"
"Declerck, T., McCrae, J. P., Montiel, E., Chiarcos, C., & Ionov, M. (Eds.). (2022, June). Proceedings of the 8th Workshop on Linked Data in Linguistics within the 13th Language Resources and Evaluation Conference. European Language Resources Association. Marseille, France. URL: https://aclanthology.org/2022.ldl-1.0
"|apa|proceedings|"@proceedings{ldl-2022-linked,
    title = ""Proceedings of the 8th Workshop on Linked Data in Linguistics within the 13th Language Resources and Evaluation Conference"",
    editor = ""Declerck, Thierry  and
      McCrae, John P.  and
      Montiel, Elena  and
      Chiarcos, Christian  and
      Ionov, Maxim"",
    month = jun,
    year = ""2022"",
    address = ""Marseille, France"",
    publisher = ""European Language Resources Association"",
    url = ""https://aclanthology.org/2022.ldl-1.0"",
}
"
"Tahmasebi, N., Montariol, S., Kutuzov, A., Hengchen, S., Dubossarsky, H., & Borin, L. (Eds.). (2022, May). Proceedings of the 3rd Workshop on Computational Approaches to Historical Language Change. Association for Computational Linguistics. Dublin, Ireland. URL: https://aclanthology.org/2022.lchange-1.0
"|apa|proceedings|"@proceedings{lchange-2022-approaches,
    title = ""Proceedings of the 3rd Workshop on Computational Approaches to Historical Language Change"",
    editor = ""Tahmasebi, Nina  and
      Montariol, Syrielle  and
      Kutuzov, Andrey  and
      Hengchen, Simon  and
      Dubossarsky, Haim  and
      Borin, Lars"",
    month = may,
    year = ""2022"",
    address = ""Dublin, Ireland"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2022.lchange-1.0"",
}
"
"Pradhan, S. & Kuebler, S. (Eds.). (2022, June). Proceedings of the 16th Linguistic Annotation Workshop (LAW-XVI) within LREC2022. European Language Resources Association. Marseille, France. URL: https://aclanthology.org/2022.law-1.0
"|apa|proceedings|"@proceedings{law-2022-linguistic,
    title = ""Proceedings of the 16th Linguistic Annotation Workshop (LAW-XVI) within LREC2022"",
    editor = ""Pradhan, Sameer  and
      Kuebler, Sandra"",
    month = jun,
    year = ""2022"",
    address = ""Marseille, France"",
    publisher = ""European Language Resources Association"",
    url = ""https://aclanthology.org/2022.law-1.0"",
}
"
"Adebayo, K., Nanda, R., Verma, K., & Davis, B. (Eds.). (2022, June). Proceedings of the First Workshop on Language Technology and Resources for a Fair, Inclusive, and Safe Society within the 13th Language Resources and Evaluation Conference. European Language Resources Association. Marseille, France. URL: https://aclanthology.org/2022.lateraisse-1.0
"|apa|proceedings|"@proceedings{lateraisse-2022-language,
    title = ""Proceedings of the First Workshop on Language Technology and Resources for a Fair, Inclusive, and Safe Society within the 13th Language Resources and Evaluation Conference"",
    editor = ""Adebayo, Kolawole  and
      Nanda, Rohan  and
      Verma, Kanishk  and
      Davis, Brian"",
    month = jun,
    year = ""2022"",
    address = ""Marseille, France"",
    publisher = ""European Language Resources Association"",
    url = ""https://aclanthology.org/2022.lateraisse-1.0"",
}
"
"Degaetano, S., Kazantseva, A., Reiter, N., & Szpakowicz, S. (Eds.). (2022, October). Proceedings of the 6th Joint SIGHUM Workshop on Computational Linguistics for Cultural Heritage, Social Sciences, Humanities and Literature. International Conference on Computational Linguistics. Gyeongju, Republic of Korea. URL: https://aclanthology.org/2022.latechclfl-1.0
"|apa|proceedings|"@proceedings{latechclfl-2022-joint,
    title = ""Proceedings of the 6th Joint SIGHUM Workshop on Computational Linguistics for Cultural Heritage, Social Sciences, Humanities and Literature"",
    editor = ""Degaetano, Stefania  and
      Kazantseva, Anna  and
      Reiter, Nils  and
      Szpakowicz, Stan"",
    month = oct,
    year = ""2022"",
    address = ""Gyeongju, Republic of Korea"",
    publisher = ""International Conference on Computational Linguistics"",
    url = ""https://aclanthology.org/2022.latechclfl-1.0"",
}
"
"Schaefer, R., Bai, X., Stede, M., & Zesch, T. (Eds.). (2022, 12–15 September). Proceedings of the 18th Conference on Natural Language Processing (KONVENS 2022). KONVENS 2022 Organizers. Potsdam, Germany. URL: https://aclanthology.org/2022.konvens-1.0
"|apa|proceedings|"@proceedings{konvens-2022-natural,
    title = ""Proceedings of the 18th Conference on Natural Language Processing (KONVENS 2022)"",
    editor = ""Schaefer, Robin  and
      Bai, Xiaoyu  and
      Stede, Manfred  and
      Zesch, Torsten"",
    month = ""12--15 "" # sep,
    year = ""2022"",
    address = ""Potsdam, Germany"",
    publisher = ""KONVENS 2022 Organizers"",
    url = ""https://aclanthology.org/2022.konvens-1.0"",
}
"
"Estève, Y., Jiménez, T., Parcollet, T., & Zanon Boito, M. (Eds.). (2022, 6). Actes de la 29e Conférence sur le Traitement Automatique des Langues Naturelles. Volume 1 : conférence principale. ATALA. Avignon, France. URL: https://aclanthology.org/2022.jeptalnrecital-taln.0
"|apa|proceedings|"@proceedings{jep-taln-recital-2022-actes,
    title = ""Actes de la 29e Conf{\'e}rence sur le Traitement Automatique des Langues Naturelles. Volume 1 : conf{\'e}rence principale"",
    editor = ""Est{\`e}ve, Yannick  and
      Jim{\'e}nez, Tania  and
      Parcollet, Titouan  and
      Zanon Boito, Marcely"",
    month = ""6"",
    year = ""2022"",
    address = ""Avignon, France"",
    publisher = ""ATALA"",
    url = ""https://aclanthology.org/2022.jeptalnrecital-taln.0"",
}
"
"Estève, Y., Jiménez, T., Parcollet, T., & Zanon Boito, M. (Eds.). (2022, 6). Actes de la 29e Conférence sur le Traitement Automatique des Langues Naturelles. Volume 2 : 24e Rencontres Etudiants Chercheurs en Informatique pour le TAL (RECITAL). ATALA. Avignon, France. URL: https://aclanthology.org/2022.jeptalnrecital-recital.0
"|apa|proceedings|"@proceedings{jep-taln-recital-2022-actes-de,
    title = ""Actes de la 29e Conf{\'e}rence sur le Traitement Automatique des Langues Naturelles. Volume 2 : 24e Rencontres Etudiants Chercheurs en Informatique pour le TAL (RECITAL)"",
    editor = ""Est{\`e}ve, Yannick  and
      Jim{\'e}nez, Tania  and
      Parcollet, Titouan  and
      Zanon Boito, Marcely"",
    month = ""6"",
    year = ""2022"",
    address = ""Avignon, France"",
    publisher = ""ATALA"",
    url = ""https://aclanthology.org/2022.jeptalnrecital-recital.0"",
}
"
