BibTeX;Style;Referenzstring
"@Article{Nakamura2020SpatialVO,
 author = {R. Nakamura and M. Nakagawa and K. Kitajima},
 booktitle = {Tropics},
 journal = {Tropics},
 title = {Spatial variations of litterfall silicon flux and plant-available silicon in highly weathered soil in a lowland mixed dipterocarp forest of Lambir Hills National Park in Borneo},
 year = {2020}
}
";plain;"R. Nakamura, M. Nakagawa, and K. Kitajima. Spatial variations of litterfall silicon flux and plant-available silicon in highly weathered soil in a lowland mixed dipterocarp forest of lambir hills national park in borneo. Tropics, 2020.
"
"@Article{Ruzicka2005MoreOP,
 author = {B. Ruzicka and L. Zulian and G. Ruocco},
 journal = {arXiv: Soft Condensed Matter},
 title = {More on phase diagram of Laponite},
 year = {2005}
}
";plain;"B. Ruzicka, L. Zulian, and G. Ruocco. More on phase diagram of laponite. arXiv: Soft Condensed Matter, 2005.
"
"@Article{Cooper1937OxidationReductionPI,
 author = {L. Cooper},
 booktitle = {Journal of the Marine Biological Association of the United Kingdom},
 journal = {Journal of the Marine Biological Association of the United Kingdom},
 pages = {167 - 176},
 title = {Oxidation-Reduction Potential in Sea Water},
 volume = {22},
 year = {1937}
}
";plain;"L. Cooper. Oxidation-reduction potential in sea water. Journal of the Marine Biological Association of the United Kingdom, 22:167 - 176, 1937.
"
"@Article{Curran2020ExtendingSD,
 author = {Janet H. Curran},
 booktitle = {Scientific Investigations Report},
 journal = {Scientific Investigations Report},
 title = {Extending seasonal discharge records for streamgage sites on the North Fork Fortymile and Middle Fork Fortymile Rivers, Alaska, through water year 2019},
 year = {2020}
}
";plain;"Janet H. Curran. Extending seasonal discharge records for streamgage sites on the north fork fortymile and middle fork fortymile rivers, alaska, through water year 2019. Scientific Investigations Report, 2020.
"
"@Inproceedings{Serpong2018PerformanceOO,
 author = {Geostech Kawasan Puspiptek Serpong and Tangerang Selatan and Banten},
 title = {Performance Optimization of Microbes from Shrimp Pond Sediment by Adding EM4 in Nitrification Process for the Treatment of Wastewater Containing High Ammonia Concentration},
 year = {2018}
}
";plain;"Geostech Kawasan Puspiptek Serpong, Tangerang Selatan, and Banten. Performance Optimization of Microbes from Shrimp Pond Sediment by Adding EM4 in Nitrification Process for the Treatment of Wastewater Containing High Ammonia Concentration. 2018.
"
"@Inproceedings{Sequeira2016AmmoniumSI,
 author = {F. Sequeira and D. Duarte and A. Rudnitskaya and M. Gomes and R. Nogueira and L. Bilro},
 booktitle = {European Workshop on Optical Fibre Sensors},
 title = {Ammonium sensing in aqueous solutions with plastic optical fiber modified by molecular imprinting},
 volume = {9916},
 year = {2016}
}
";plain;"F. Sequeira, D. Duarte, A. Rudnitskaya, M. Gomes, R. Nogueira, and L. Bilro. Ammonium sensing in aqueous solutions with plastic optical fiber modified by molecular imprinting. 2016.
"
"@Article{Orbit2017VaporizationOA,
 author = {Orbit},
 journal = {Fuel},
 pages = {528-537},
 title = {Vaporization order and burning efficiency of crude oils during in-situ burning on water},
 volume = {191},
 year = {2017}
}
";plain;"Orbit. Vaporization order and burning efficiency of crude oils during in-situ burning on water. Fuel, 191:528-537, 2017.
"
"@Article{Butler2005AcceleratedTA,
 author = {M. Butler and W. Weber},
 booktitle = {Environmental Science and Technology},
 journal = {Environmental science & technology},
 pages = {
          2294-300
        },
 title = {Accelerated transformation and deactivation of erythromycin in superheated water. 1. Temperature effects, transformation rates, and the impacts of dissolved organic matter.},
 volume = {39 7},
 year = {2005}
}
";plain;"M. Butler and W. Weber. Accelerated transformation and deactivation of erythromycin in superheated water. 1. temperature effects, transformation rates, and the impacts of dissolved organic matter. Environmental science & technology, 39 7:2294-300, 2005.
"
"@Article{Asharuddin2020SynthesisAC,
 author = {Syazwani Mohd Asharuddin and N. Othman and N. M. Zin and M. Din and Vicky Kumar},
 journal = {International Journal of Integrated Engineering},
 title = {Synthesis and Characterization of Dual Properties Coagulant from Natural Precursors for Raw Water Treatment},
 volume = {12},
 year = {2020}
}
";plain;"Syazwani Mohd Asharuddin, N. Othman, N. M. Zin, M. Din, and Vicky Kumar. Synthesis and characterization of dual properties coagulant from natural precursors for raw water treatment. International Journal of Integrated Engineering, 2020.
"
"@Article{Chen2014TransportationCI,
 author = {Zhenhua Chen and K. Haynes},
 journal = {Public Works Management & Policy},
 pages = {117 - 97},
 title = {Transportation Capital in the United States},
 volume = {19},
 year = {2014}
}
";plain;"Zhenhua Chen and K. Haynes. Transportation capital in the united states. Public Works Management & Policy, 19:117 - 97, 2014.
"
"@Article{Guibe-jampel1977AnEP,
 author = {E. Guibe-jampel and M. Wakselman},
 journal = {Synthesis},
 pages = {772 - 772},
 title = {An Easy Preparation of the Water-Soluble t-Butoxycarbonylating Agent 1-Boc-4-dimethylaminopyridinium Tetrafluoroborate},
 volume = {1977},
 year = {1977}
}
";plain;"E. Guibe-jampel and M. Wakselman. An easy preparation of the water-soluble t-butoxycarbonylating agent 1-boc-4-dimethylaminopyridinium tetrafluoroborate. Synthesis, 1977:772 - 772, 1977.
"
"@Inproceedings{Gardner1980APE,
 author = {G. Gardner},
 pages = {407-413},
 title = {A Preliminary Examination of Zooplankton Species Groupings and Associated Oceanographically Defined Regions along the British Columbia Mainland Coast},
 year = {1980}
}
";plain;"G. Gardner. A Preliminary Examination of Zooplankton Species Groupings and Associated Oceanographically Defined Regions along the British Columbia Mainland Coast. 1980.
"
"@Article{Chen2023LeakDI,
 author = {Suisheng Chen and Yun Wang and Wei Zhang and Hairong Zhang and Yuchen He},
 booktitle = {IEEE Access},
 journal = {IEEE Access},
 pages = {117240-117249},
 title = {Leak Detection in Water Supply Network Using a Data-Driven Improved Graph Convolutional Network},
 volume = {11},
 year = {2023}
}
";plain;"Suisheng Chen, Yun Wang, Wei Zhang, Hairong Zhang, and Yuchen He. Leak detection in water supply network using a data-driven improved graph convolutional network. IEEE Access, 11:117240-117249, 2023.
"
"@Article{Gui-bao2002StudyOS,
 author = {Sun Gui-bao},
 journal = {Storage and Process},
 title = {Study on Strawberry and Blueberry Fruit for Long-term Storage and Fresh-keeping},
 year = {2002}
}
";plain;"Sun Gui-bao. Study on strawberry and blueberry fruit for long-term storage and fresh-keeping. Storage and Process, 2002.
"
"@Article{Moldurushku2019TheAD,
 author = {M. O. Moldurushku and K. K. Chuldum and B. K. Kara-sal},
 booktitle = {Ecology and Industry of Russia},
 journal = {Ecology and Industry of Russia},
 title = {The Arsenic Disposal from Cobalt Production Wastes},
 year = {2019}
}
";plain;"M. O. Moldurushku, K. K. Chuldum, and B. K. Kara-sal. The arsenic disposal from cobalt production wastes. Ecology and Industry of Russia, 2019.
"
"@Article{Savini2009NorovirusIB,
 author = {G. Savini and C. Casaccia and Nadia B. Barile and M. Paoletti and C. Pinoni},
 booktitle = {Veterinaria Italiana},
 journal = {Veterinaria italiana},
 pages = {
          535-9
        },
 title = {Norovirus in bivalve molluscs: a study of the efficacy of the depuration system.},
 volume = {45 4},
 year = {2009}
}
";plain;"G. Savini, C. Casaccia, Nadia B. Barile, M. Paoletti, and C. Pinoni. Norovirus in bivalve molluscs: a study of the efficacy of the depuration system. Veterinaria italiana, 45 4:535-9, 2009.
"
"@Inproceedings{Reynolds2005MeasurementAC,
 author = {W. Reynolds and D. Elrick},
 title = {Measurement and Characterization of Soil Hydraulic Properties},
 year = {2005}
}
";plain;"W. Reynolds and D. Elrick. Measurement and Characterization of Soil Hydraulic Properties. 2005.
"
"@Inproceedings{Johansson1999TheIO,
 author = {P. Johansson and M. Granberg},
 title = {The impact of fertilization on rural drinking water quality. Aragua River drainage area in Venezuela},
 year = {1999}
}
";plain;"P. Johansson and M. Granberg. The impact of fertilization on rural drinking water quality. Aragua River drainage area in Venezuela. 1999.
"
"@Article{Papadimos2020COVID19BS,
 author = {T. Papadimos and S. Soghoian and P. Nanayakkara and Sarman Singh and Andrew C. Miller and V. Saddikuti and A. Jayatilleke and S. Dubhashi and M. Firstenberg and Vibha Dutta and V. Chauhan and Pushpa Sharma and S. Galwankar and M. Garg and Nicholas Taylor and S. Stawicki},
 booktitle = {Journal of Global Infectious Diseases},
 journal = {Journal of Global Infectious Diseases},
 pages = {167 - 190},
 title = {COVID-19 Blind Spots: A Consensus Statement on the Importance of Competent Political Leadership and the Need for Public Health Cognizance},
 volume = {12},
 year = {2020}
}
";plain;"T. Papadimos, S. Soghoian, P. Nanayakkara, Sarman Singh, Andrew C. Miller, V. Saddikuti, A. Jayatilleke, S. Dubhashi, M. Firstenberg, Vibha Dutta, V. Chauhan, Pushpa Sharma, S. Galwankar, M. Garg, Nicholas Taylor, and S. Stawicki. Covid-19 blind spots: a consensus statement on the importance of competent political leadership and the need for public health cognizance. Journal of Global Infectious Diseases, 12:167 - 190, 2020.
"
"@Inproceedings{Biasca1987ProcessSS,
 author = {F. Biasca and N. Korens and B. Schulman and D. Simbeck},
 title = {Process screening study of alternative gas treating and sulfur removal systems for IGCC (Integrated Gasification Combined Cycle) power plant applications: Final report},
 year = {1987}
}
";plain;"F. Biasca, N. Korens, B. Schulman, and D. Simbeck. Process screening study of alternative gas treating and sulfur removal systems for IGCC (Integrated Gasification Combined Cycle) power plant applications: Final report. 1987.
"
"@Inproceedings{Burchell2011SURVIVALOY,
 author = {M. Burchell and C. Solscheid and M. Price and L. Jossé and N. Adamek and M. Cole},
 title = {SURVIVAL OF YEAST SPORES IN HYPERVELOCITY IMPACTS EVENTS UPTO VELOCITIES OF 7.4},
 year = {2011}
}
";plain;"M. Burchell, C. Solscheid, M. Price, L. Jossé, N. Adamek, and M. Cole. SURVIVAL OF YEAST SPORES IN HYPERVELOCITY IMPACTS EVENTS UPTO VELOCITIES OF 7.4. 2011.
"
"@Article{Shi-xue2010AnalysisOF,
 author = {Wang Shi-xue},
 journal = {Journal of Thermal Science and Technology},
 title = {Analysis of factors influencing Marangoni condensation heat transfer coefficient},
 year = {2010}
}
";plain;"Wang Shi-xue. Analysis of factors influencing marangoni condensation heat transfer coefficient. Journal of Thermal Science and Technology, 2010.
"
"@Article{Hloch2019HydrodynamicDE,
 author = {S. Hloch and P. Adamčík and Akash Nag and Madhulika Srivastava and Dominik Čuha and M. Müller and M. Hromasová and J. Klich},
 booktitle = {Wear},
 journal = {Wear},
 title = {Hydrodynamic ductile erosion of aluminium by a pulsed water jet moving in an inclined trajectory},
 year = {2019}
}
";plain;"S. Hloch, P. Adamčík, Akash Nag, Madhulika Srivastava, Dominik Čuha, M. Müller, M. Hromasová, and J. Klich. Hydrodynamic ductile erosion of aluminium by a pulsed water jet moving in an inclined trajectory. Wear, 2019.
"
"@Inproceedings{Smith1948TheEO,
 author = {Charles C. Smith},
 title = {The Effects of Fuel Sloshing on the Lateral Stability of a Free-Flying Airplane Model},
 year = {1948}
}
";plain;"Charles C. Smith. The Effects of Fuel Sloshing on the Lateral Stability of a Free-Flying Airplane Model. 1948.
"
"@Inproceedings{Pearsons2015PiscinePF,
 author = {T. Pearsons},
 title = {Piscine Perspectives from Beneath the Water Surface},
 year = {2015}
}
";plain;"T. Pearsons. Piscine Perspectives from Beneath the Water Surface. 2015.
"
"@Inproceedings{Santos2015CharacterizationOO,
 author = {P. D. Santos and A. K. Soares and S. Fuentes and J. Labidi and D. Gatto},
 pages = {237-243},
 title = {Characterization of Organosolv lignin of wood from different species.},
 volume = {6},
 year = {2015}
}
";plain;"P. D. Santos, A. K. Soares, S. Fuentes, J. Labidi, and D. Gatto. Characterization of Organosolv lignin of wood from different species. 2015.
"
"@Article{Zhen-xing2011StudyOE,
 author = {Ning Zhen-xing},
 journal = {Journal of Guangxi University of Technology},
 title = {Study on Extracting Process of Total Flavones from Kyllinga Brevifolia Rottb of Jiangsu},
 year = {2011}
}
";plain;"Ning Zhen-xing. Study on extracting process of total flavones from kyllinga brevifolia rottb of jiangsu. Journal of Guangxi University of Technology, 2011.
"
"@Article{McLeod1996MeltingOA,
 author = {P. McLeod and D. Riley and R. Sparks},
 booktitle = {Journal of Fluid Mechanics},
 journal = {Journal of Fluid Mechanics},
 pages = {393 - 409},
 title = {Melting of a sphere in hot fluid},
 volume = {327},
 year = {1996}
}
";plain;"P. McLeod, D. Riley, and R. Sparks. Melting of a sphere in hot fluid. Journal of Fluid Mechanics, 327:393 - 409, 1996.
"
"@Article{Mondal2009ToxicityOC,
 author = {Omar Ali Mondal and N. Islam},
 journal = {University Journal of Zoology, Rajshahi University},
 pages = {95-96},
 title = {Toxicity of chloroform extracts of Derris indica Bennet. against Callosobruchus maculatus (F.) adults},
 volume = {27},
 year = {2009}
}
";plain;"Omar Ali Mondal and N. Islam. Toxicity of chloroform extracts of derris indica bennet. against callosobruchus maculatus (f.) adults. University Journal of Zoology, Rajshahi University, 27:95-96, 2009.
"
"@Inproceedings{Lee2010AnOC,
 author = {Yoon Lee and Dong-yeub Kim},
 title = {An Optimal Control Theory on Economic Benefits of Dam Management: A Case of Aswan High Dam in Egypt},
 year = {2010}
}
";plain;"Yoon Lee and Dong-yeub Kim. An Optimal Control Theory on Economic Benefits of Dam Management: A Case of Aswan High Dam in Egypt. 2010.
"
"@Article{Qi-qi2007THERM,
 author = {Wanyan Qi-qi},
 journal = {Journal of Southwest Petroleum University},
 title = {THE RECOGNITION METHOD OF RESERVOIR WITH GAS-CAP},
 year = {2007}
}
";plain;"Wanyan Qi-qi. The recognition method of reservoir with gas-cap. Journal of Southwest Petroleum University, 2007.
"
"@Article{Yu2014CorrelationsBZ,
 author = {N. Yu and Erchao Li and Dexiang Feng and B. Xiao and C. Wei and Meiling Zhang and Liqiao Chen},
 booktitle = {Chinese Journal of Oceanology and Limnology},
 journal = {Chinese Journal of Oceanology and Limnology},
 pages = {1352-1363},
 title = {Correlations between zooplankton assemblages and environmental factors in the downtown rivers of Shanghai, China},
 volume = {32},
 year = {2014}
}
";plain;"N. Yu, Erchao Li, Dexiang Feng, B. Xiao, C. Wei, Meiling Zhang, and Liqiao Chen. Correlations between zooplankton assemblages and environmental factors in the downtown rivers of shanghai, china. Chinese Journal of Oceanology and Limnology, 32:1352-1363, 2014.
"
"@Article{James1969ReactionsOE,
 author = {B. James and M. Kastner and G. Rempel},
 journal = {Canadian Journal of Chemistry},
 pages = {349-350},
 title = {Reactions of ethylene with rhodium(III) chloride. Part II. Catalyzed substitution at rhodium(III)},
 volume = {47},
 year = {1969}
}
";plain;"B. James, M. Kastner, and G. Rempel. Reactions of ethylene with rhodium(iii) chloride. part ii. catalyzed substitution at rhodium(iii). Canadian Journal of Chemistry, 47:349-350, 1969.
"
"@Article{Mahlmeister2012SynthesisAC,
 author = {Dirk Mahlmeister and E. Irran},
 journal = {Zeitschrift für Naturforschung B},
 pages = {1 - 4},
 title = {Synthesis and Crystal Structure of the New Telluric Acid Adduct (RbCl)3·Te(OH)6},
 volume = {67},
 year = {2012}
}
";plain;"Dirk Mahlmeister and E. Irran. Synthesis and crystal structure of the new telluric acid adduct (rbcl)3·te(oh)6. Zeitschrift für Naturforschung B, 67:1 - 4, 2012.
"
