Referenzstring|Style|Literaturtyp|BibTeX
"Eds. Chakravarthi, Bharathi R., Bharathi, B., Griffith, Joephine, Bali, Kalika, and Buitelaar, Paul. Proceedings of the Third Workshop on Language Technology for Equality, Diversity and Inclusion. Varna, Bulgaria: INCOMA Ltd., Shoumen, Bulgaria, September 2023. URL: https://aclanthology.org/2023.ltedi-1.0
"|mla|proceedings|"@proceedings{ltedi-2023-language,
    title = ""Proceedings of the Third Workshop on Language Technology for Equality, Diversity and Inclusion"",
    editor = ""Chakravarthi, Bharathi R.  and
      Bharathi, B.  and
      Griffith, Joephine  and
      Bali, Kalika  and
      Buitelaar, Paul"",
    month = sep,
    year = ""2023"",
    address = ""Varna, Bulgaria"",
    publisher = ""INCOMA Ltd., Shoumen, Bulgaria"",
    url = ""https://aclanthology.org/2023.ltedi-1.0"",
}
"
"Eds. Ojha, Atul Kr., Liu, Chao-hong, Vylomova, Ekaterina, Pirinen, Flammie, Abbott, Jade, Washington, Jonathan, Oco, Nathaniel, Malykh, Valentin, Logacheva, Varvara, and Zhao, Xiaobing. Proceedings of the Sixth Workshop on Technologies for Machine Translation of Low-Resource Languages (LoResMT 2023). Dubrovnik, Croatia: Association for Computational Linguistics, May 2023. URL: https://aclanthology.org/2023.loresmt-1.0
"|mla|proceedings|"@proceedings{loresmt-2023-technologies,
    title = ""Proceedings of the Sixth Workshop on Technologies for Machine Translation of Low-Resource Languages (LoResMT 2023)"",
    editor = ""Ojha, Atul Kr.  and
      Liu, Chao-hong  and
      Vylomova, Ekaterina  and
      Pirinen, Flammie  and
      Abbott, Jade  and
      Washington, Jonathan  and
      Oco, Nathaniel  and
      Malykh, Valentin  and
      Logacheva, Varvara  and
      Zhao, Xiaobing"",
    month = may,
    year = ""2023"",
    address = ""Dubrovnik, Croatia"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.loresmt-1.0"",
}
"
"Eds. Aggarwal, Piush, Ala\ccam, \""Ozge, Silberer, Carina, Zarrie\ss, Sina, and Zesch, Torsten. Proceedings of the 1st Workshop on Linguistic Insights from and for Multimodal Language Processing. Ingolstadt, Germany: Association for Computational Lingustics, September 2023. URL: https://aclanthology.org/2023.limo-1.0
"|mla|proceedings|"@proceedings{limo-2023-linguistic,
    title = ""Proceedings of the 1st Workshop on Linguistic Insights from and for Multimodal Language Processing"",
    editor = {Aggarwal, Piush  and
      Ala{{\textbackslash}c{c}}am, {{\textbackslash}""O}zge  and
      Silberer, Carina  and
      Zarrie{{\textbackslash}ss}, Sina  and
      Zesch, Torsten},
    month = sep,
    year = ""2023"",
    address = ""Ingolstadt, Germany"",
    publisher = ""Association for Computational Lingustics"",
    url = ""https://aclanthology.org/2023.limo-1.0"",
}
"
"Eds. Tahmasebi, Nina, Montariol, Syrielle, Dubossarsky, Haim, Kutuzov, Andrey, Hengchen, Simon, Alfter, David, Periti, Francesco, and Cassotti, Pierluigi. Proceedings of the 4th Workshop on Computational Approaches to Historical Language Change. Singapore: Association for Computational Linguistics, December 2023. URL: https://aclanthology.org/2023.lchange-1.0
"|mla|proceedings|"@proceedings{lchange-2023,
    title = ""Proceedings of the 4th Workshop on Computational Approaches to Historical Language Change"",
    editor = ""Tahmasebi, Nina  and
      Montariol, Syrielle  and
      Dubossarsky, Haim  and
      Kutuzov, Andrey  and
      Hengchen, Simon  and
      Alfter, David  and
      Periti, Francesco  and
      Cassotti, Pierluigi"",
    month = dec,
    year = ""2023"",
    address = ""Singapore"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.lchange-1.0"",
}
"
"Eds. Prange, Jakob, and Friedrich, Annemarie. Proceedings of the 17th Linguistic Annotation Workshop (LAW-XVII). Toronto, Canada: Association for Computational Linguistics, July 2023. URL: https://aclanthology.org/2023.law-1.0
"|mla|proceedings|"@proceedings{law-2023-linguistic,
    title = ""Proceedings of the 17th Linguistic Annotation Workshop (LAW-XVII)"",
    editor = ""Prange, Jakob  and
      Friedrich, Annemarie"",
    month = jul,
    year = ""2023"",
    address = ""Toronto, Canada"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.law-1.0"",
}
"
"Eds. Degaetano-Ortlieb, Stefania, Kazantseva, Anna, Reiter, Nils, and Szpakowicz, Stan. Proceedings of the 7th Joint SIGHUM Workshop on Computational Linguistics for Cultural Heritage, Social Sciences, Humanities and Literature. Dubrovnik, Croatia: Association for Computational Linguistics, May 2023. URL: https://aclanthology.org/2023.latechclfl-1.0
"|mla|proceedings|"@proceedings{latechclfl-2023-joint,
    title = ""Proceedings of the 7th Joint SIGHUM Workshop on Computational Linguistics for Cultural Heritage, Social Sciences, Humanities and Literature"",
    editor = ""Degaetano-Ortlieb, Stefania  and
      Kazantseva, Anna  and
      Reiter, Nils  and
      Szpakowicz, Stan"",
    month = may,
    year = ""2023"",
    address = ""Dubrovnik, Croatia"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.latechclfl-1.0"",
}
"
"Eds. Georges, Munir, Herygers, Aaricia, Friedrich, Annemarie, and Roth, Benjamin. Proceedings of the 19th Conference on Natural Language Processing (KONVENS 2023). Ingolstadt, Germany: Association for Computational Lingustics, September 2023. URL: https://aclanthology.org/2023.konvens-main.0
"|mla|proceedings|"@proceedings{konvens-2023-natural,
    title = ""Proceedings of the 19th Conference on Natural Language Processing (KONVENS 2023)"",
    editor = ""Georges, Munir  and
      Herygers, Aaricia  and
      Friedrich, Annemarie  and
      Roth, Benjamin"",
    month = sep,
    year = ""2023"",
    address = ""Ingolstadt, Germany"",
    publisher = ""Association for Computational Lingustics"",
    url = ""https://aclanthology.org/2023.konvens-main.0"",
}
"
"Eds. Servan, Christophe, and Vilnat, Anne. Actes de CORIA-TALN 2023. Actes de la 30e Conférence sur le Traitement Automatique des Langues Naturelles (TALN), volume 3 : prises de position en TAL. Paris, France: ATALA, 6 2023. URL: https://aclanthology.org/2023.jeptalnrecital-statement.0
"|mla|proceedings|"@proceedings{jep-taln-recital-2023-actes-de-coria-taln-2023-actes-de,
    title = ""Actes de CORIA-TALN 2023. Actes de la 30e Conf{\'e}rence sur le Traitement Automatique des Langues Naturelles (TALN), volume 3 : prises de position en TAL"",
    editor = ""Servan, Christophe  and
      Vilnat, Anne"",
    month = ""6"",
    year = ""2023"",
    address = ""Paris, France"",
    publisher = ""ATALA"",
    url = ""https://aclanthology.org/2023.jeptalnrecital-statement.0"",
}
"
"Eds. Servan, Christophe, and Vilnat, Anne. Actes de CORIA-TALN 2023. Actes de la 30e Conférence sur le Traitement Automatique des Langues Naturelles (TALN), volume 2 : travaux de recherche originaux – articles courts. Paris, France: ATALA, 6 2023. URL: https://aclanthology.org/2023.jeptalnrecital-short.0
"|mla|proceedings|"@proceedings{jep-taln-recital-2023-actes-de-coria-taln-2023-actes,
    title = ""Actes de CORIA-TALN 2023. Actes de la 30e Conf{\'e}rence sur le Traitement Automatique des Langues Naturelles (TALN), volume 2 : travaux de recherche originaux -- articles courts"",
    editor = ""Servan, Christophe  and
      Vilnat, Anne"",
    month = ""6"",
    year = ""2023"",
    address = ""Paris, France"",
    publisher = ""ATALA"",
    url = ""https://aclanthology.org/2023.jeptalnrecital-short.0"",
}
"
"Eds. Candito, Marie, Gerald, Thomas, and Moreno, José G. Actes de CORIA-TALN 2023. Actes des 16e Rencontres Jeunes Chercheurs en RI (RJCRI) et 25e Rencontre des Étudiants Chercheurs en Informatique pour le Traitement Automatique des Langues (RÉCITAL). Paris, France: ATALA, 6 2023. URL: https://aclanthology.org/2023.jeptalnrecital-rjc.0
"|mla|proceedings|"@proceedings{jep-taln-recital-2023-actes-de,
    title = ""Actes de CORIA-TALN 2023. Actes des 16e Rencontres Jeunes Chercheurs en RI (RJCRI) et 25e Rencontre des {\'E}tudiants Chercheurs en Informatique pour le Traitement Automatique des Langues (R{\'E}CITAL)"",
    editor = ""Candito, Marie  and
      Gerald, Thomas  and
      Moreno, Jos{\'e} G"",
    month = ""6"",
    year = ""2023"",
    address = ""Paris, France"",
    publisher = ""ATALA"",
    url = ""https://aclanthology.org/2023.jeptalnrecital-rjc.0"",
}
"
"Eds. Servan, Christophe, and Vilnat, Anne. Actes de CORIA-TALN 2023. Actes de la 30e Conférence sur le Traitement Automatique des Langues Naturelles (TALN), volume 6 : projets. Paris, France: ATALA, 6 2023. URL: https://aclanthology.org/2023.jeptalnrecital-projet.0
"|mla|proceedings|"@proceedings{jep-taln-recital-2023-actes-de-coria-taln-2023-actes-de-la-30e-sur,
    title = ""Actes de CORIA-TALN 2023. Actes de la 30e Conf{\'e}rence sur le Traitement Automatique des Langues Naturelles (TALN), volume 6 : projets"",
    editor = ""Servan, Christophe  and
      Vilnat, Anne"",
    month = ""6"",
    year = ""2023"",
    address = ""Paris, France"",
    publisher = ""ATALA"",
    url = ""https://aclanthology.org/2023.jeptalnrecital-projet.0"",
}
"
"Eds. Servan, Christophe, and Vilnat, Anne. Actes de CORIA-TALN 2023. Actes de la 30e Conférence sur le Traitement Automatique des Langues Naturelles (TALN), volume 1 : travaux de recherche originaux – articles longs. Paris, France: ATALA, 6 2023. URL: https://aclanthology.org/2023.jeptalnrecital-long.0
"|mla|proceedings|"@proceedings{jep-taln-recital-2023-actes-de-coria-taln-2023,
    title = ""Actes de CORIA-TALN 2023. Actes de la 30e Conf{\'e}rence sur le Traitement Automatique des Langues Naturelles (TALN), volume 1 : travaux de recherche originaux -- articles longs"",
    editor = ""Servan, Christophe  and
      Vilnat, Anne"",
    month = ""6"",
    year = ""2023"",
    address = ""Paris, France"",
    publisher = ""ATALA"",
    url = ""https://aclanthology.org/2023.jeptalnrecital-long.0"",
}
"
"Eds. Servan, Christophe, and Vilnat, Anne. Actes de CORIA-TALN 2023. Actes de la 30e Conférence sur le Traitement Automatique des Langues Naturelles (TALN), volume 4 : articles déjà soumis ou acceptés en conférence internationale. Paris, France: ATALA, 6 2023. URL: https://aclanthology.org/2023.jeptalnrecital-international.0
"|mla|proceedings|"@proceedings{jep-taln-recital-2023-actes-de-coria-taln-2023-actes-de-la,
    title = ""Actes de CORIA-TALN 2023. Actes de la 30e Conf{\'e}rence sur le Traitement Automatique des Langues Naturelles (TALN), volume 4 : articles d{\'e}j{\`a} soumis ou accept{\'e}s en conf{\'e}rence internationale"",
    editor = ""Servan, Christophe  and
      Vilnat, Anne"",
    month = ""6"",
    year = ""2023"",
    address = ""Paris, France"",
    publisher = ""ATALA"",
    url = ""https://aclanthology.org/2023.jeptalnrecital-international.0"",
}
"
"Eds. Servan, Christophe, and Vilnat, Anne. Actes de CORIA-TALN 2023. Actes de la 30e Conférence sur le Traitement Automatique des Langues Naturelles (TALN), volume 5 : démonstrations. Paris, France: ATALA, 6 2023. URL: https://aclanthology.org/2023.jeptalnrecital-demos.0
"|mla|proceedings|"@proceedings{jep-taln-recital-2023-actes-de-coria-taln-2023-actes-de-la-30e,
    title = ""Actes de CORIA-TALN 2023. Actes de la 30e Conf{\'e}rence sur le Traitement Automatique des Langues Naturelles (TALN), volume 5 : d{\'e}monstrations"",
    editor = ""Servan, Christophe  and
      Vilnat, Anne"",
    month = ""6"",
    year = ""2023"",
    address = ""Paris, France"",
    publisher = ""ATALA"",
    url = ""https://aclanthology.org/2023.jeptalnrecital-demos.0"",
}
"
"Eds. Bazoge, Adrien, Daille, Béatrice, Dufour, Richard, Labrak, Yanis, Morin, Emmanuel, and Rouvier, Mickael. Actes de CORIA-TALN 2023. Actes du Défi Fouille de Textes@TALN2023. Paris, France: ATALA, 6 2023. URL: https://aclanthology.org/2023.jeptalnrecital-deft.0
"|mla|proceedings|"@proceedings{jep-taln-recital-2023-actes-de-coria-taln,
    title = ""Actes de CORIA-TALN 2023. Actes du D{\'e}fi Fouille de Textes@TALN2023"",
    editor = ""Bazoge, Adrien  and
      Daille, B{\'e}atrice  and
      Dufour, Richard  and
      Labrak, Yanis  and
      Morin, Emmanuel  and
      Rouvier, Mickael"",
    month = ""6"",
    year = ""2023"",
    address = ""Paris, France"",
    publisher = ""ATALA"",
    url = ""https://aclanthology.org/2023.jeptalnrecital-deft.0"",
}
"
"Ed. Zargayouna, Haïfa. Actes de CORIA-TALN 2023. Actes de la 18e Conférence en Recherche d'Information et Applications (CORIA). Paris, France: ATALA, 6 2023. URL: https://aclanthology.org/2023.jeptalnrecital-coria.0
"|mla|proceedings|"@proceedings{jep-taln-recital-2023-actes,
    title = ""Actes de CORIA-TALN 2023. Actes de la 18e Conf{\'e}rence en Recherche d'Information et Applications (CORIA)"",
    editor = {Zargayouna, Ha{\""\i}fa},
    month = ""6"",
    year = ""2023"",
    address = ""Paris, France"",
    publisher = ""ATALA"",
    url = ""https://aclanthology.org/2023.jeptalnrecital-coria.0"",
}
"
"Eds. Boudin, Florian, Daille, Béatrice, Dufour, Richard, El, Oumaima, Houbre, Maël, Jourdan, Léane, and Kooli, Nihel. Actes de CORIA-TALN 2023. Actes de l'atelier “Analyse et Recherche de Textes Scientifiques” (ARTS)@TALN 2023. Paris, France: ATALA, 6 2023. URL: https://aclanthology.org/2023.jeptalnrecital-arts.0
"|mla|proceedings|"@proceedings{jep-taln-recital-2023-actes-de-coria,
    title = ""Actes de CORIA-TALN 2023. Actes de l'atelier ``Analyse et Recherche de Textes Scientifiques'' (ARTS)@TALN 2023"",
    editor = {Boudin, Florian  and
      Daille, B{\'e}atrice  and
      Dufour, Richard  and
      El, Oumaima  and
      Houbre, Ma{\""e}l  and
      Jourdan, L{\'e}ane  and
      Kooli, Nihel},
    month = ""6"",
    year = ""2023"",
    address = ""Paris, France"",
    publisher = ""ATALA"",
    url = ""https://aclanthology.org/2023.jeptalnrecital-arts.0"",
}
"
"Eds. Salesky, Elizabeth, Federico, Marcello, and Carpuat, Marine. Proceedings of the 20th International Conference on Spoken Language Translation (IWSLT 2023). Toronto, Canada (in-person and online): Association for Computational Linguistics, July 2023. URL: https://aclanthology.org/2023.iwslt-1.0
"|mla|proceedings|"@proceedings{iwslt-2023-international,
    title = ""Proceedings of the 20th International Conference on Spoken Language Translation (IWSLT 2023)"",
    editor = ""Salesky, Elizabeth  and
      Federico, Marcello  and
      Carpuat, Marine"",
    month = jul,
    year = ""2023"",
    address = ""Toronto, Canada (in-person and online)"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.iwslt-1.0"",
}
"
"Eds. Amblard, Maxime, and Breitholtz, Ellen. Proceedings of the 15th International Conference on Computational Semantics. Nancy, France: Association for Computational Linguistics, June 2023. URL: https://aclanthology.org/2023.iwcs-1.0
"|mla|proceedings|"@proceedings{iwcs-2023-international,
    title = ""Proceedings of the 15th International Conference on Computational Semantics"",
    editor = ""Amblard, Maxime  and
      Breitholtz, Ellen"",
    month = jun,
    year = ""2023"",
    address = ""Nancy, France"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.iwcs-1.0"",
}
"
"Ed. Bunt, Harry. Proceedings of the 19th Joint ACL-ISO Workshop on Interoperable Semantics (ISA-19). Nancy, France: Association for Computational Linguistics, June 2023. URL: https://aclanthology.org/2023.isa-1.0
"|mla|proceedings|"@proceedings{isa-2023-joint,
    title = ""Proceedings of the 19th Joint ACL-ISO Workshop on Interoperable Semantics (ISA-19)"",
    editor = ""Bunt, Harry"",
    month = jun,
    year = ""2023"",
    address = ""Nancy, France"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.isa-1.0"",
}
"
